행정코드	행정구역명	여부
3811152	팔룡동	Y
3811153	명곡동	Y
3811154	봉림동	Y
3811155	용지동	Y
38112	성산구	Y
3811251	반송동	Y
3811252	중앙동	Y
3811253	상남동	Y
3811254	사파동	Y
3811255	가음정동	Y
3811256	성주동	Y
3811257	웅남동	Y
38113	마산합포구	Y
3811331	구산면	Y
3811332	진동면	Y
3811333	진북면	Y
3811334	진전면	Y
3811351	현동	Y
3811352	가포동	Y
3811353	월영동	Y
3811354	문화동	Y
3811366	반월중앙동	Y
3811366	반월중앙동	Y
3811357	완월동	Y
3811358	자산동	Y
3811367	오동동	Y
3811367	오동동	Y
3811367	오동동	Y
3811368	교방동	Y
3811368	교방동	Y
3811364	합포동	Y
3811365	산호동	Y
38114	마산회원구	Y
3811411	내서읍	Y
3811451	회원1동	Y
3811452	회원2동	Y
3811463	석전동	Y
3811463	석전동	Y
3811455	회성동	Y
3811456	양덕1동	Y
3811457	양덕2동	Y
3811458	합성1동	Y
3811459	합성2동	Y
3811460	구암1동	Y
3811461	구암2동	Y
3811462	봉암동	Y
38030	진주시	Y
3803011	문산읍	Y
3803031	내동면	Y
3803032	정촌면	Y
3803033	금곡면	Y
3803034	진성면	Y
3803035	일반성면	Y
3803036	이반성면	Y
3803037	사봉면	Y
3803038	지수면	Y
3803039	대곡면	Y
3803040	금산면	Y
3803041	집현면	Y
3803042	미천면	Y
3803043	명석면	Y
3803044	대평면	Y
3803045	수곡면	Y
3803072	천전동	Y
3803072	천전동	Y
3803072	천전동	Y
3803073	성북동	Y
3803073	성북동	Y
3803075	상봉동	Y
3803075	상봉동	Y
3803074	중앙동	Y
3803074	중앙동	Y
3803074	중앙동	Y
3803077	상대동	Y
3803077	상대동	Y
3803078	하대동	Y
3803078	하대동	Y
3803065	상평동	Y
3803066	초장동	Y
3803067	평거동	Y
3803068	신안동	Y
3803069	이현동	Y
3803070	판문동	Y
3803071	가호동	Y
3803076	충무공동	Y
38115	진해구	Y
3811566	충무동	Y
3811554	여좌동	Y
3811555	태백동	Y
3811556	경화동	Y
3811557	병암동	Y
3811558	석동	Y
3811559	이동	Y
3811560	자은동	Y
3811561	덕산동	Y
3811562	풍호동	Y
3811563	웅천동	Y
3811564	웅동1동	Y
3811565	웅동2동	Y
38050	통영시	Y
3805011	산양읍	Y
3805031	용남면	Y
3805032	도산면	Y
3805033	광도면	Y
3805034	욕지면	Y
3805035	한산면	Y
3805036	사량면	Y
3805062	도천동	Y
3805062	도천동	Y
3805052	명정동	Y
3805053	중앙동	Y
3805054	정량동	Y
3805055	북신동	Y
3805056	무전동	Y
3805063	미수동	Y
3805063	미수동	Y
3805064	봉평동	Y
3805064	봉평동	Y
38060	사천시	Y
3806011	사천읍	Y
3806031	정동면	Y
3806032	사남면	Y
3806033	용현면	Y
3806034	축동면	Y
3806035	곤양면	Y
3806036	곤명면	Y
3806037	서포면	Y
3806051	동서동	Y
3806052	선구동	Y
3806053	동서금동	Y
3806055	벌용동	Y
3806057	향촌동	Y
3806059	남양동	Y
38070	김해시	Y
3807011	진영읍	Y
3807061	장유1동	Y
3807062	장유2동	Y
3807063	장유3동	Y
3807032	주촌면	Y
3807033	진례면	Y
3807034	한림면	Y
3807035	생림면	Y
3807036	상동면	Y
3807037	대동면	Y
3807051	동상동	Y
3807052	회현동	Y
3807053	부원동	Y
3807054	내외동	Y
3807055	북부동	Y
3807056	칠산서부동	Y
3807058	활천동	Y
3807059	삼안동	Y
3807060	불암동	Y
38080	밀양시	Y
3808011	삼랑진읍	Y
3808012	하남읍	Y
3808031	부북면	Y
3808032	상동면	Y
3808033	산외면	Y
3808034	산내면	Y
3808035	단장면	Y
3808036	상남면	Y
3808037	초동면	Y
3808038	무안면	Y
3808039	청도면	Y
3808051	내일동	Y
3808052	내이동	Y
3808053	교동	Y
3808054	삼문동	Y
3808055	가곡동	Y
38090	거제시	Y
3809057	장평동	Y
3809058	고현동	Y
3809059	상문동	Y
3809060	수양동	Y
3809031	일운면	Y
3809032	동부면	Y
3809033	남부면	Y
3809034	거제면	Y
3809035	둔덕면	Y
3809036	사등면	Y
3809037	연초면	Y
3809038	하청면	Y
3809039	장목면	Y
3809061	장승포동	Y
3809061	장승포동	Y
3809053	능포동	Y
3809054	아주동	Y
3809055	옥포1동	Y
3809056	옥포2동	Y
38100	양산시	Y
3810054	서창동	Y
3810055	소주동	Y
3810056	평산동	Y
3810057	덕계동	Y
3810012	물금읍	Y
3810031	동면	Y
3810032	원동면	Y
3810033	상북면	Y
3810034	하북면	Y
3810058	중앙동	Y
3810059	양주동	Y
3810052	삼성동	Y
3810053	강서동	Y
38310	의령군	Y
3831011	의령읍	Y
3831031	가례면	Y
3831032	칠곡면	Y
3831033	대의면	Y
3831034	화정면	Y
3831035	용덕면	Y
3831036	정곡면	Y
3831037	지정면	Y
3831038	낙서면	Y
3831039	부림면	Y
3831040	봉수면	Y
3831041	궁류면	Y
3831042	유곡면	Y
38320	함안군	Y
3832011	가야읍	Y
3832031	함안면	Y
3832032	군북면	Y
3832033	법수면	Y
3832034	대산면	Y
3832035	칠서면	Y
3832036	칠북면	Y
3832012	칠원읍	Y
3832038	산인면	Y
3832039	여항면	Y
38330	창녕군	Y
3833011	창녕읍	Y
3833012	남지읍	Y
3833031	고암면	Y
3833032	성산면	Y
3833033	대합면	Y
3833034	이방면	Y
3833035	유어면	Y
3833036	대지면	Y
3833037	계성면	Y
3833038	영산면	Y
3833039	장마면	Y
3833040	도천면	Y
3833041	길곡면	Y
3833042	부곡면	Y
38340	고성군	Y
3834011	고성읍	Y
3834031	삼산면	Y
3834032	하일면	Y
3834033	하이면	Y
3834034	상리면	Y
3834035	대가면	Y
3834036	영현면	Y
3834037	영오면	Y
3834038	개천면	Y
3834039	구만면	Y
3834040	회화면	Y
3834041	마암면	Y
3834042	동해면	Y
3834043	거류면	Y
38350	남해군	Y
3835011	남해읍	Y
3835031	이동면	Y
3835032	상주면	Y
3835033	삼동면	Y
3835034	미조면	Y
3835035	남면	Y
3835036	서면	Y
3835037	고현면	Y
3835038	설천면	Y
3835039	창선면	Y
38360	하동군	Y
3836011	하동읍	Y
3836031	화개면	Y
3836032	악양면	Y
3836033	적량면	Y
3836034	횡천면	Y
3836035	고전면	Y
3836036	금남면	Y
3836037	금성면	Y
3836038	진교면	Y
3836039	양보면	Y
3836040	북천면	Y
3836041	청암면	Y
3836042	옥종면	Y
38370	산청군	Y
3837011	산청읍	Y
3837031	차황면	Y
3837032	오부면	Y
3837033	생초면	Y
3837034	금서면	Y
3837035	삼장면	Y
3837036	시천면	Y
3837037	단성면	Y
3837038	신안면	Y
3837039	생비량면	Y
3837040	신등면	Y
38380	함양군	Y
3838011	함양읍	Y
3838031	마천면	Y
3838032	휴천면	Y
3838033	유림면	Y
3838034	수동면	Y
3838035	지곡면	Y
3838036	안의면	Y
3838037	서하면	Y
3838038	서상면	Y
3838039	백전면	Y
3838040	병곡면	Y
38390	거창군	Y
3839011	거창읍	Y
3839031	주상면	Y
3839032	웅양면	Y
3839033	고제면	Y
3839034	북상면	Y
3839035	위천면	Y
3839036	마리면	Y
3839037	남상면	Y
3839038	남하면	Y
3839039	신원면	Y
3839040	가조면	Y
3839041	가북면	Y
38400	합천군	Y
3840011	합천읍	Y
3840031	봉산면	Y
3840032	묘산면	Y
3840033	가야면	Y
3840034	야로면	Y
3840035	율곡면	Y
3840036	초계면	Y
3840037	쌍책면	Y
3840038	덕곡면	Y
3840039	청덕면	Y
3840040	적중면	Y
3840041	대양면	Y
3840042	쌍백면	Y
3840043	삼가면	Y
3840044	가회면	Y
3840045	대병면	Y
3840046	용주면	Y
39	제주특별자치도	Y
39010	제주시	Y
3901051	일도1동	Y
3901052	일도2동	Y
3901053	이도1동	Y
3901054	이도2동	Y
3901055	삼도1동	Y
3901056	삼도2동	Y
3901057	용담1동	Y
3901058	용담2동	Y
3901059	건입동	Y
3901060	화북동	Y
3901061	삼양동	Y
3901062	봉개동	Y
3901063	아라동	Y
3901064	오라동	Y
3901065	연동	Y
3901066	노형동	Y
3901067	외도동	Y
3901068	이호동	Y
3901069	도두동	Y
3901011	한림읍	Y
3901012	애월읍	Y
3901013	구좌읍	Y
3901014	조천읍	Y
3901031	한경면	Y
3901032	추자면	Y
3901033	우도면	Y
39020	서귀포시	Y
3902051	송산동	Y
3902052	정방동	Y
3902053	중앙동	Y
3902054	천지동	Y
3902055	효돈동	Y
3902056	영천동	Y
3902057	동홍동	Y
3902058	서홍동	Y
3902059	대륜동	Y
3902060	대천동	Y
3902061	중문동	Y
3902062	예래동	Y
3902011	대정읍	Y
3902012	남원읍	Y
3902013	성산읍	Y
3902031	안덕면	Y
3902032	표선면	Y
